image_id,blur,brightness,contrast,particle_density,edge_density
160_jpg.rf.d13ec28751f53832401f22568bd6f3d1,214.21035453227748,22.871435611961726,29.72010661201078,2645.0,0.042645312587859
164_jpg.rf.0cd8354785a1a669f3254ae07ae70ae6,174.02916633846604,21.773896821695427,29.277126400727077,2701.0,0.03358570573312032
165_jpg.rf.5e80636a4986a65a5e690d9eab5b306a,196.01312863324787,22.68970433068392,29.82795200126748,2734.0,0.040323354204497716
166_jpg.rf.20a6d237232614558c921ed9f79ad4f0,214.89667613741906,24.458097251026192,32.840673132249044,2815.0,0.04315138044064287
167_jpg.rf.ef352fd875031ef9efbc0dc196cd8741,175.3462440776629,22.393687713135602,31.146955977613644,2603.0,0.03523290697943644
168_jpg.rf.f02330b81c9f554ea5eb070a4028ee8e,184.76579309661741,22.20686598463274,31.03597988811254,2438.0,0.03818331563749665
169_jpg.rf.b3b97dbfc52aa6836e9205da92746f8a,90.53572746808072,22.99796580568979,31.671770772988953,2031.0,0.02883594470960636
170_jpg.rf.4a1d239251ab64b3c733cbc93c07c52c,115.11422430921532,22.604142479600174,31.03889783546241,2265.0,0.030797371093271943
172_jpg.rf.5497cc1a60cf5885cbe8978e762ca7b4,190.7451699402581,23.062742490846126,30.350225718696628,2849.0,0.040234048112829976
174_jpg.rf.462670ef59ff501d8799423fbba4f72e,162.9874319669686,22.012985767255095,28.944798727722485,2897.0,0.0357588206303687
177_jpg.rf.78ce205aa324b8cb17ee4051188b13d5,189.88429237168248,19.753296883217402,27.89014659311769,1729.0,0.038252775931016
180_jpg.rf.8553608dc0a9f4e6ab3c23e21abd0d38,163.59100421458916,17.866417932663207,26.882040704316434,1452.0,0.033337633256265486
181_jpg.rf.f7001538334765f4abe65e29deba727d,319.4116606009503,25.048757818417563,32.827127367579926,2855.0,0.06198504288346217
185_jpg.rf.486784ae35c66d14c8d9700817908e5f,281.7643839089702,24.60065623439211,30.19887737668933,2778.0,0.053094125312984776
187_jpg.rf.7f833781344024db5ea914b4f28b2501,306.57349022457544,24.79829723051887,31.189820600124058,2756.0,0.061697278810310556
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12,340.7808573504841,26.270227002854487,32.55655184123466,2950.0,0.0715374870588858
189_jpg.rf.ff05bcd103da88fe266f0afd8b03baca,228.9587535037118,22.27510906919899,29.663237813932753,2448.0,0.04424289933880416
190_jpg.rf.bbffa7ff0e9df3f2603745032d9e56cb,307.7472366374446,24.524703057245205,29.632839390510966,2852.0,0.06090344688437507
191_jpg.rf.35076717096fbba567435ea2660d24df,278.68118801884657,23.223817603884484,28.96716586816579,2969.0,0.0550390135315267
192_jpg.rf.317b19d7d157d9e24328cdd74383144f,239.09452245180447,23.611928647740392,32.03695805400839,2449.0,0.04665747144685791
193_jpg.rf.e76f9b8cb574a63a589e75fbc2a32754,259.1704807645562,24.04446451075146,31.68611359528364,2634.0,0.051314618745679406
195_jpg.rf.cce4ecaf6582d659b765fcabd6a2b739,220.26102384284908,21.969381241090062,29.39562664647274,2946.0,0.043349838422126745
197_jpg.rf.96b63e1aef85d3a2cefc61d89717365a,200.12684528198923,24.79107666762588,30.49191978206204,2943.0,0.04290330796378803
198_jpg.rf.b2e419a6ce27de74ca40700b917799e3,156.72567142925627,19.687107838759506,27.01586838239695,2379.0,0.03267610665131925
199_jpg.rf.fcdbec1304124fee7e477c6ba0a31ab9,210.83517118474924,23.753753336574814,30.79624096722821,2893.0,0.04411059401781491
19_jpg.rf.acf9f1963ca15d84bad701680995c103,216.4131463976018,39.29443887659552,41.39415597788658,2777.0,0.039641981801403096
1_jpg.rf.3bd160570ca04ce20d506e7d30bba9db,252.92019880315098,44.24863146683602,43.463615072056804,2788.0,0.046680624878031034
200_jpg.rf.55858a52069405c7e4834e17e34436a3,195.9905514204532,24.75182829415442,31.370503385812654,2703.0,0.04221862792766868
22_jpg.rf.4066aa909a5382af28f8815336d64c64,216.06288766681357,40.24105367957636,42.016960499531514,2739.0,0.03980405581961492
24_jpg.rf.b80589f1055481940f5e6852df90913f,185.23603517891365,36.91523859610824,39.19336662471017,2643.0,0.03329794165996871
25_jpg.rf.6cee017a690f9c2ccfeaca853ef1d66d,205.52647157332382,39.02592853528087,40.37511716783857,2773.0,0.037859167601072996
27_jpg.rf.bcda8bed58ced16c5e17ff727e84dbab,210.87424849279404,39.797959851950345,41.57530032900098,2754.0,0.04148764102920309
29_jpg.rf.2d7a802a59f28f44700485e2f7ad912b,244.55056726590095,42.44256460634205,41.763309486287966,2956.0,0.042248396624891264
31_jpg.rf.45f35ebba792f8ea3a03152f906d90bc,235.81991567885223,40.21664334785384,41.312378419328894,2884.0,0.04034650763567084
33_jpg.rf.d535b9a3bece4609fb68de34c285baad,222.378131673904,39.58895382875061,41.20024196349165,2834.0,0.03768717068378698
36_jpg.rf.17bdf2be94ec37d1e81819d8a41e7cbc,214.2881261466697,38.29798465919803,39.526581319480236,2907.0,0.03723071732637407
37_jpg.rf.df9bdbddd9c4583b70cfda1a002f9347,227.83348754663172,39.564712186312356,40.74815131591844,2957.0,0.039324449031028906
38_jpg.rf.e6492d6787056d2b250b31eb390f929a,230.00284471448217,39.507288369369995,40.82995991889579,2898.0,0.039503061214364386
39_jpg.rf.5f38117455969132853b63ee7cf208e9,282.81421293046475,44.308982539005264,43.22043779063018,3000.0,0.04751414840026329
42_jpg.rf.6dde36c353f9080a04f3ea518a2e7ed7,212.23943153280425,38.801320407103475,40.09376225940458,3079.0,0.03681726319828268
43_jpg.rf.d755a6d1c9837f89b02ee52cc191b804,219.30326149406196,39.59438165454419,40.804414631505935,3036.0,0.037541634830698806
44_jpg.rf.c9949bb3f0e06bcaa6205c0eb672cf4c,207.4524868106548,39.10269539015185,40.37618975616001,3013.0,0.035745590098269775
46_jpg.rf.59af1a680d3ccf86bfffa8f4e52f1aa2,213.16090844508722,38.13492165871181,39.25601396316171,3081.0,0.03566951453870096
47_jpg.rf.b41454a637a141320ccdbd4fd48122bf,214.96725127550303,40.55834830037277,41.36009665535407,3119.0,0.037859167601072996
48_jpg.rf.ccec133363437b98ce167f8672f78abb,207.96541430581516,38.47950094432923,38.88283798255545,3194.0,0.03610612209796547
49_jpg.rf.3ce02da66fc92f94786590c28eab61b0,227.8284195349264,41.21018023292352,41.46575073204418,3103.0,0.03893414833411063
51_jpg.rf.dcb636539115eab579fcc00ca9c976e1,206.4967858934332,37.560461877875575,39.12553265697205,2931.0,0.03626488848315257
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a,234.7572494794752,41.79018029907618,41.479492643025495,3092.0,0.03976436422331815
54_jpg.rf.3ee0fced90f89e82ccbb474901437b1d,193.77677404213918,37.120682298540345,37.839737419531865,3176.0,0.03495506580535903
56_jpg.rf.46f86d32fd5434fd10da2d9c13360539,216.57738748173273,40.54610344291522,41.002593148155945,3062.0,0.03814693167422461
58_jpg.rf.f1986a9538429950b21c84d841f7bb84,208.74780760847258,39.29191184496462,39.20356093436315,3313.0,0.03691979982204934
59_jpg.rf.4acb705e78dc0565b173d313f404c3ff,219.9332057198118,39.59512256434173,40.13712966792149,3144.0,0.03720425626217622
5_jpg.rf.bae5eab1f3f565c87534464393ff620a,216.34266022753906,43.00718748656274,42.91936400585986,2819.0,0.044213130641581576
